id,source,date,title,FINAL,url
235,Detik Edu,2026-04-06,Incar Prodi Neuroscience? Sayangnya Belum Ada di PTN/PTS Indonesia,0,https://www.detik.com/edu/perguruan-tinggi/d-8518186/incar-prodi-neuroscience-sayangnya-belum-ada-di-ptn-pts-indonesia
236,Detik Edu,2026-04-06,Temukan Kecurangan di OSN 2026? Laporkan di Kanal Ini!,1,https://www.detik.com/edu/sekolah/d-8518033/temukan-kecurangan-di-osn-2026-laporkan-di-kanal-ini
237,Detik Edu,2026-04-06,"Sekolah Rakyat Buka Lowongan 5.127 Tenaga Kependidikan, Minimal Lulusan D3",0,https://www.detik.com/edu/detikpedia/d-8518056/sekolah-rakyat-buka-lowongan-5-127-tenaga-kependidikan-minimal-lulusan-d3
238,Detik Edu,2026-04-06,Kemendikdasmen Bakal Diskualifikasi-Blacklist Peserta Curang di OSN 2026,0,https://www.detik.com/edu/sekolah/d-8517954/kemendikdasmen-bakal-diskualifikasi-blacklist-peserta-curang-di-osn-2026
239,Detik Edu,2026-04-06,"Peserta SPMB Jateng 2026 Sudah Bisa Aktivasi Akun, Nilai TKA Otomatis Masuk Sistem",0,https://www.detik.com/edu/sekolah/d-8517942/peserta-spmb-jateng-2026-sudah-bisa-aktivasi-akun-nilai-tka-otomatis-masuk-sistem
240,Detik Edu,2026-04-06,"Universitas Trunojoyo Madura Buka Prodi Kedokteran, Pendaftaran Lewat Jalur Mandiri",0,https://www.detik.com/edu/seleksi-masuk-pt/d-8517957/universitas-trunojoyo-madura-buka-prodi-kedokteran-pendaftaran-lewat-jalur-mandiri
241,Detik Edu,2026-04-06,"Ada Beasiswa Pemerintah Denmark di Aarhus University, Kuliah S2 Gratis Plus Tunjangan Hidup",0,https://www.detik.com/edu/beasiswa/d-8517865/ada-beasiswa-pemerintah-denmark-di-aarhus-university-kuliah-s2-gratis-plus-tunjangan-hidup
242,Detik Edu,2026-04-06,"Soal Tutup Prodi Tak Relevan, Pakar: Keputusan yang Abaikan Dinamika Masa Depan",0,https://www.detik.com/edu/edutainment/d-8517877/soal-tutup-prodi-tak-relevan-pakar-keputusan-yang-abaikan-dinamika-masa-depan
243,Detik Edu,2026-04-06,"Ahli Sebut Ciri Terbentuknya El Nino, RI Punya Posisi Penting dalam Iklim Global",0,https://www.detik.com/edu/detikpedia/d-8517781/ahli-sebut-ciri-terbentuknya-el-nino-ri-punya-posisi-penting-dalam-iklim-global
244,Detik Edu,2026-04-06,"Masuk Sekolah Swasta Gratis Jakarta, Kuota Sekolah Ini Penuh dalam Sehari",1,https://www.detik.com/edu/sekolah/d-8517742/masuk-sekolah-swasta-gratis-jakarta-kuota-sekolah-ini-penuh-dalam-sehari
245,Detik Edu,2026-04-06,BRIN Buka Peluang Magang S1-Bantuan Dana Pendidikan S2-S3,0,https://www.detik.com/edu/perguruan-tinggi/d-8517638/brin-buka-peluang-magang-s1-bantuan-dana-pendidikan-s2-s3
246,Detik Edu,2026-04-06,Pendaftaran Beasiswa PMDSU 2026 Sudah Dibuka! Cek Syarat hingga Link Daftarnya,1,https://www.detik.com/edu/beasiswa/d-8517457/pendaftaran-beasiswa-pmdsu-2026-sudah-dibuka-cek-syarat-hingga-link-daftarnya
247,Detik Edu,2026-04-06,"Komisi X DPR Soroti Camaba Gagal Dapat KIP Kuliah, Berimbas Batal Masuk Kampus",0,https://www.detik.com/edu/perguruan-tinggi/d-8517485/komisi-x-dpr-soroti-camaba-gagal-dapat-kip-kuliah-berimbas-batal-masuk-kampus
248,Detik Edu,2026-04-06,"Durasi 'Nganggur' Fresh Graduate ITB, Rata-rata Berapa Bulan?",1,https://www.detik.com/edu/perguruan-tinggi/d-8517399/durasi-nganggur-fresh-graduate-itb-rata-rata-berapa-bulan
249,Detik Edu,2026-04-06,Puspresnas Temukan Praktik Kecurangan di Uji Coba OSN 2026,0,https://www.detik.com/edu/sekolah/d-8517447/puspresnas-temukan-praktik-kecurangan-di-uji-coba-osn-2026
250,Detik Edu,2026-04-06,"Ada Ekshibisi AI di OSN 2026, Siswa Siap-siap!",1,https://www.detik.com/edu/sekolah/d-8517394/ada-ekshibisi-ai-di-osn-2026-siswa-siap-siap
251,Detik Edu,2026-04-06,YPPH Lakukan Peletakan Batu Pertama Sekolah Pelita Harapan Pluit Village,0,https://www.detik.com/edu/advertorial-news-block/d-8517554/ypph-lakukan-peletakan-batu-pertama-sekolah-pelita-harapan-pluit-village
252,Detik Edu,2026-04-06,"Anggota Komisi X DPR Usul SNPMB Dibuka 2 Jalur Saja, Tanpa Seleksi Mandiri",0,https://www.detik.com/edu/seleksi-masuk-pt/d-8517330/anggota-komisi-x-dpr-usul-snpmb-dibuka-2-jalur-saja-tanpa-seleksi-mandiri
253,Detik Edu,2026-04-06,"Kucing Lucu Ini Jadi 'Asisten' Guru di Kelas, Bikin Siswa Jadi Lebih Fokus",0,https://www.detik.com/edu/sekolah/d-8516726/kucing-lucu-ini-jadi-asisten-guru-di-kelas-bikin-siswa-jadi-lebih-fokus
254,Detik Edu,2026-04-06,"Kata 'Neuroscience' Mulai Berseliweran, Belajar Ilmu Apa Sih Itu?",1,https://www.detik.com/edu/edutainment/d-8516761/kata-neuroscience-mulai-berseliweran-belajar-ilmu-apa-sih-itu
255,Detik Edu,2026-04-06,"Bantah Tutup Prodi Tak Relevan Industri, Kemdikti Tegaskan 2 Jalur Penutupan Prodi",0,https://www.detik.com/edu/perguruan-tinggi/d-8517165/bantah-tutup-prodi-tak-relevan-industri-kemdikti-tegaskan-2-jalur-penutupan-prodi
256,Detik Edu,2026-04-06,"Imbas Konflik Iran-AS, Siswa di UEA Jalani Ujian Ketat dari Rumah Tanpa HP",0,https://www.detik.com/edu/sekolah/d-8516724/imbas-konflik-iran-as-siswa-di-uea-jalani-ujian-ketat-dari-rumah-tanpa-hp
257,Detik Edu,2026-04-06,"Krisis Tenaga Kerja, Bandara Ini Mulai Pekerjakan Robot yang Menyerupai Manusia",1,https://www.detik.com/edu/detikpedia/d-8516722/krisis-tenaga-kerja-bandara-ini-mulai-pekerjakan-robot-yang-menyerupai-manusia
258,Detik Edu,2026-04-06,Peluang Beasiswa Garuda S1 Masih Dibuka! Cek Syarat dan Jadwalnya di Sini,1,https://www.detik.com/edu/beasiswa/d-8516701/peluang-beasiswa-garuda-s1-masih-dibuka-cek-syarat-dan-jadwalnya-di-sini
259,Detik Edu,2026-04-06,"Pengumuman, Sekolah Rakyat Buka 3.053 Loker Guru PPPK 2026!",0,https://www.detik.com/edu/detikpedia/d-8516738/pengumuman-sekolah-rakyat-buka-3-053-loker-guru-pppk-2026
260,Detik Edu,2026-04-06,30+ SMA Terbaik di Jakarta Buat Referensi SPMB Jakarta 2026,0,https://www.detik.com/edu/sekolah/d-8516704/30-sma-terbaik-di-jakarta-buat-referensi-spmb-jakarta-2026
261,Detik Edu,2026-04-06,"Anjing Bersikap Seperti Balita Saat Menolong Manusia, Kok Bisa?",1,https://www.detik.com/edu/detikpedia/d-8516538/anjing-bersikap-seperti-balita-saat-menolong-manusia-kok-bisa
262,Detik Edu,2026-04-06,"Beasiswa Pemerintah Australia 2026 Dibuka, Dapat Tunjangan Rp 390 Juta per Tahun",0,https://www.detik.com/edu/beasiswa/d-8516603/beasiswa-pemerintah-australia-2026-dibuka-dapat-tunjangan-rp-390-juta-per-tahun
263,Detik Edu,2026-04-06,"10 Prodi Paling Favorit UB pada SNBT 2026, Referensi untuk Jalur Mandiri!",1,https://www.detik.com/edu/seleksi-masuk-pt/d-8516533/10-prodi-paling-favorit-ub-pada-snbt-2026-referensi-untuk-jalur-mandiri
264,Detik Edu,2026-03-06,"Cegah Microsleep, Mahasiswa ITB Rancang Helmet Cerdas Berbasis IoT",0,https://www.detik.com/edu/edutainment/d-8515146/cegah-microsleep-mahasiswa-itb-rancang-helmet-cerdas-berbasis-iot
265,Detik Edu,2026-03-06,"Gegara Perubahan Iklim, Ilmuwan Prediksi Stok Ikan Dunia Makin Menipis",0,https://www.detik.com/edu/detikpedia/d-8516713/gegara-perubahan-iklim-ilmuwan-prediksi-stok-ikan-dunia-makin-menipis
266,Detik Edu,2026-03-06,"Inovatif, Peneliti ITS Ciptakan Alat Deteksi Kandungan Minyak Babi dalam Makanan",0,https://www.detik.com/edu/edutainment/d-8516703/inovatif-peneliti-its-ciptakan-alat-deteksi-kandungan-minyak-babi-dalam-makanan
267,Detik Edu,2026-03-06,"Soroti Kematian Gajah Sumatra, Pakar IPB: Banyak Habitat Berubah Jadi Kebun Sawit",0,https://www.detik.com/edu/detikpedia/d-8516557/soroti-kematian-gajah-sumatra-pakar-ipb-banyak-habitat-berubah-jadi-kebun-sawit
268,Detik Edu,2026-03-06,"Daftar Lengkap Gaji Lulusan ITB Angkatan 2018, Prodi Mana yang Tertinggi?",1,https://www.detik.com/edu/perguruan-tinggi/d-8516481/daftar-lengkap-gaji-lulusan-itb-angkatan-2018-prodi-mana-yang-tertinggi
269,Detik Edu,2026-03-06,Rifaldy Fajar Catut Nama Ibu Kandung dan UMB di 51 Riset Palsu,0,https://www.detik.com/edu/perguruan-tinggi/d-8516544/rifaldy-fajar-catut-nama-ibu-kandung-dan-umb-di-51-riset-palsu
270,Detik Edu,2026-03-06,"Pakai AI, Begini Cara Rifaldy Bikin Riset Palsu untuk Ikut Konferensi Dunia",1,https://www.detik.com/edu/perguruan-tinggi/d-8516516/pakai-ai-begini-cara-rifaldy-bikin-riset-palsu-untuk-ikut-konferensi-dunia
271,Detik Edu,2026-03-06,Mendikti: Rekrutmen Dosen PPPK Tidak Ada Lagi ke Depannya,0,https://www.detik.com/edu/perguruan-tinggi/d-8516442/mendikti-rekrutmen-dosen-pppk-tidak-ada-lagi-ke-depannya
272,Detik Edu,2026-03-06,"Rifaldy Fajar Minta Maaf ke UMB, Janji 'Riset Palsu' Bakal Ditarik",0,https://www.detik.com/edu/perguruan-tinggi/d-8516386/rifaldy-fajar-minta-maaf-ke-umb-janji-riset-palsu-bakal-ditarik
273,Detik Edu,2026-03-06,"Kemdiktisaintek Izinkan Kampus Dirikan SPPG, Tapi..",1,https://www.detik.com/edu/perguruan-tinggi/d-8516209/kemdiktisaintek-izinkan-kampus-dirikan-sppg-tapi
274,Detik Edu,2026-03-06,Komisi X DPR Minta Pemerintah Tangani Kesejahteraan Dosen-Infrastruktur PTS,0,https://www.detik.com/edu/perguruan-tinggi/d-8516128/komisi-x-dpr-minta-pemerintah-tangani-kesejahteraan-dosen-infrastruktur-pts
275,Detik Edu,2026-03-06,"Mendikti: Syarat Kelanjutan Serdos 20 JP Setahun Ditiadakan, Sampai...",1,https://www.detik.com/edu/perguruan-tinggi/d-8516088/mendikti-syarat-kelanjutan-serdos-20-jp-setahun-ditiadakan-sampai
276,Detik Edu,2026-03-06,"Jalur Mandiri UTBK Plus Unair 2026 Masih Buka, Cek Skor Minimalnya!",1,https://www.detik.com/edu/seleksi-masuk-pt/d-8516041/jalur-mandiri-utbk-plus-unair-2026-masih-buka-cek-skor-minimalnya
277,Detik Edu,2026-03-06,Ini Alasan 122 Prodi Ditutup Selama 2026,1,https://www.detik.com/edu/perguruan-tinggi/d-8515967/ini-alasan-122-prodi-ditutup-selama-2026
278,Detik Edu,2026-03-06,"Kemendikdasmen Siapkan 5 Langkah Atasi Anak Tidak Sekolah, Apa Saja?",1,https://www.detik.com/edu/sekolah/d-8515959/kemendikdasmen-siapkan-5-langkah-atasi-anak-tidak-sekolah-apa-saja
279,Detik Edu,2026-03-06,Lulusan UGM Kerja di Mana Saja? Simak Datanya,1,https://www.detik.com/edu/perguruan-tinggi/d-8515114/lulusan-ugm-kerja-di-mana-saja-simak-datanya
280,Detik Edu,2026-03-06,"11 Prodi Jadi yang Terbanyak Ditutup pada 2026, Tak Ada Pendidikan",0,https://www.detik.com/edu/perguruan-tinggi/d-8515904/11-prodi-jadi-yang-terbanyak-ditutup-pada-2026-tak-ada-pendidikan
281,Detik Edu,2026-03-06,"Pemerintah Luncurkan PP ATS, Targetkan 645 Ribu Anak Kembali Sekolah",0,https://www.detik.com/edu/sekolah/d-8515835/pemerintah-luncurkan-pp-ats-targetkan-645-ribu-anak-kembali-sekolah
282,Detik Edu,2026-03-06,Mendiktisaintek: Kasus Riset Palsu Bisa Buat Citra Negatif untuk Peneliti RI,0,https://www.detik.com/edu/perguruan-tinggi/d-8515769/mendiktisaintek-kasus-riset-palsu-bisa-buat-citra-negatif-untuk-peneliti-ri
283,Detik Edu,2026-03-06,"Tahap Pengajuan Akun SPMB SMA/SMK Jakarta 2026, Cek Langkahnya!",1,https://www.detik.com/edu/sekolah/d-8515603/tahap-pengajuan-akun-spmb-sma-smk-jakarta-2026-cek-langkahnya
284,Detik Edu,2026-03-06,Kemdiktisaintek Siapkan Proses Hukum untuk Pelaku Pemalsuan Riset!,0,https://www.detik.com/edu/perguruan-tinggi/d-8515615/kemdiktisaintek-siapkan-proses-hukum-untuk-pelaku-pemalsuan-riset
285,Detik Edu,2026-03-06,"SIMAK UI 2026 Segera Ditutup, Cek Syarat, Biaya, dan Jadwal Ujian",1,https://www.detik.com/edu/seleksi-masuk-pt/d-8515602/simak-ui-2026-segera-ditutup-cek-syarat-biaya-dan-jadwal-ujian
286,Detik Edu,2026-03-06,"Mendikti: 122 Prodi Ditutup Sepanjang 2026, Tapi...",1,https://www.detik.com/edu/perguruan-tinggi/d-8515552/mendikti-122-prodi-ditutup-sepanjang-2026-tapi
287,Detik Edu,2026-03-06,"Profil Nanik S Deyang, Kepala BGN Baru Alumnus Biologi Unsoed",0,https://www.detik.com/edu/edutainment/d-8515527/profil-nanik-s-deyang-kepala-bgn-baru-alumnus-biologi-unsoed
288,Detik Edu,2026-03-06,Gaji Tertinggi Hampir 120 Juta! Penghasilan Lulusan ITB Angkatan 2018 Versi Survei,0,https://www.detik.com/edu/perguruan-tinggi/d-8515169/gaji-tertinggi-hampir-120-juta-penghasilan-lulusan-itb-angkatan-2018-versi-survei
289,Detik Edu,2026-03-06,"Beasiswa S1 UGM Ini Dibuka buat Mahasiswi Baru 2026, Cek Prodinya",1,https://www.detik.com/edu/beasiswa/d-8515113/beasiswa-s1-ugm-ini-dibuka-buat-mahasiswi-baru-2026-cek-prodinya
290,Detik Edu,2026-03-06,"Jalur NonTes UTBK UNESA 2026 Resmi Dibuka, Berikut Skor Aman Tiap Prodi",1,https://www.detik.com/edu/seleksi-masuk-pt/d-8515014/jalur-nontes-utbk-unesa-2026-resmi-dibuka-berikut-skor-aman-tiap-prodi
291,Detik Edu,2026-03-06,"Cara Cek PIP Juni 2026 Lewat HP dengan NISN dan NIK, Kapan Cairnya?",1,https://www.detik.com/edu/beasiswa/d-8515121/cara-cek-pip-juni-2026-lewat-hp-dengan-nisn-dan-nik-kapan-cairnya
292,Detik Edu,2026-03-06,"Penulisan Nama Rekening BOSP yang Benar, Catat agar Pencairan Dana Tak Terhambat!",0,https://www.detik.com/edu/sekolah/d-8514962/penulisan-nama-rekening-bosp-yang-benar-catat-agar-pencairan-dana-tak-terhambat
293,Detik Edu,2026-03-06,"5 Jalur Mandiri PTN yang Dibuka sampai Juni 2026, Masih Banyak Kesempatan!",1,https://www.detik.com/edu/seleksi-masuk-pt/d-8514993/5-jalur-mandiri-ptn-yang-dibuka-sampai-juni-2026-masih-banyak-kesempatan
294,Detik Edu,2026-03-06,"Pendaftaran Belajar Bersama Maestro 2026 Dibuka buat Mahasiswa, Plus Uang Saku!",0,https://www.detik.com/edu/perguruan-tinggi/d-8515079/pendaftaran-belajar-bersama-maestro-2026-dibuka-buat-mahasiswa-plus-uang-saku
295,Detik Edu,2026-03-06,Mau Upgrade Skill Statistik? Bootcamp Ini Terbuka dari S1 hingga Peneliti Aktif,1,https://www.detik.com/edu/edutainment/d-8515277/mau-upgrade-skill-statistik-bootcamp-ini-terbuka-dari-s1-hingga-peneliti-aktif
296,Detik Edu,2026-02-06,CV-mu Nggak Lolos Screening ATS? Ikut Kelas Ini Biar Langsung Dipanggil Interview,1,https://www.detik.com/edu/edutainment/d-8515268/cv-mu-nggak-lolos-screening-ats-ikut-kelas-ini-biar-langsung-dipanggil-interview
297,Detik Edu,2026-02-06,Hari Terakhir! Kesempatan Dapat Tiket Allo Bank Fest buat Nonton Cortis,0,https://www.detik.com/edu/edutainment/d-8515262/hari-terakhir-kesempatan-dapat-tiket-allo-bank-fest-buat-nonton-cortis
298,Detik Edu,2026-02-06,Sanksi 15 Pelaku Kekerasan Seksual FHUI: Administratif hingga Skors 3 Semester,1,https://www.detik.com/edu/perguruan-tinggi/d-8515202/sanksi-15-pelaku-kekerasan-seksual-fhui-administratif-hingga-skors-3-semester
299,Detik Edu,2026-02-06,"Sisi Gelap AI, Berkaca dari Kasus Grok: Chatbot Jadi Alat Kekerasan Seksual",1,https://www.detik.com/edu/detikpedia/d-8515073/sisi-gelap-ai-berkaca-dari-kasus-grok-chatbot-jadi-alat-kekerasan-seksual
300,Detik Edu,2026-02-06,Lulusan Terbaik SMAU CT ARSA Diterima dan Pilih Kuliah di Kampus Belanda,0,https://www.detik.com/edu/edutainment/d-8515092/lulusan-terbaik-smau-ct-arsa-diterima-dan-pilih-kuliah-di-kampus-belanda
301,Detik Edu,2026-02-06,"Kuasa Hukum Nadiem Bantah Fakta Persidangan, Jaksa Tegaskan Ada Kerugian Negara",0,https://www.detik.com/edu/sekolah/d-8515039/kuasa-hukum-nadiem-bantah-fakta-persidangan-jaksa-tegaskan-ada-kerugian-negara
302,Detik Edu,2026-02-06,UNY Benarkan 4 Pelaku Dugaan Riset Palsu Adalah Alumninya: Itu Tindakan Individu,0,https://www.detik.com/edu/perguruan-tinggi/d-8515034/uny-benarkan-4-pelaku-dugaan-riset-palsu-adalah-alumninya-itu-tindakan-individu
303,Detik Edu,2026-02-06,"Mendikti: UNY Panggil 4 Pelaku Pemalsuan Riset, Motifnya Ingin Dapat Travel Grant",0,https://www.detik.com/edu/perguruan-tinggi/d-8514999/mendikti-uny-panggil-4-pelaku-pemalsuan-riset-motifnya-ingin-dapat-travel-grant
304,Detik Edu,2026-02-06,Pelatihan Kerja Berbasis Kompetensi untuk Tekan Pengangguran,0,https://www.detik.com/edu/foto/d-8514449/pelatihan-kerja-berbasis-kompetensi-untuk-tekan-pengangguran
305,Detik Edu,2026-02-06,"Sekolah Vokasi Unpad Kaji Kebutuhan Prodi-prodi Baru, AI Termasuk",0,https://www.detik.com/edu/perguruan-tinggi/d-8514150/sekolah-vokasi-unpad-kaji-kebutuhan-prodi-prodi-baru-ai-termasuk
306,Detik Edu,2026-02-06,"UB Buka Jalur Mandiri Nilai UTBK 2026, Cek Juga Syarat Nilai Rapornya!",1,https://www.detik.com/edu/seleksi-masuk-pt/d-8514139/ub-buka-jalur-mandiri-nilai-utbk-2026-cek-juga-syarat-nilai-rapornya
307,Detik Edu,2026-02-06,"BEM UGM Resmi Berganti Nama Jadi SEMA, Ini Alasannya",0,https://www.detik.com/edu/perguruan-tinggi/d-8514559/bem-ugm-resmi-berganti-nama-jadi-sema-ini-alasannya
308,Detik Edu,2026-02-06,"Cerita Budaya Sekolah Aman dan Nyaman di Tuban, Siswa Tantrum Kini Lebih 'Kalem'",0,https://www.detik.com/edu/sekolah/d-8514364/cerita-budaya-sekolah-aman-dan-nyaman-di-tuban-siswa-tantrum-kini-lebih-kalem
309,Detik Edu,2026-02-06,Nadiem Ungkap Tak Kenal Terdakwa Mulyatsah dan Sri Wahyuningsih Meski Sekantor,0,https://www.detik.com/edu/sekolah/d-8514579/nadiem-ungkap-tak-kenal-terdakwa-mulyatsah-dan-sri-wahyuningsih-meski-sekantor
310,Detik Edu,2026-02-06,"Ramai Kasus Riset Palsu, 2 Kampus China Beri Sanksi hingga Copot Jabatan",0,https://www.detik.com/edu/detikpedia/d-8514350/ramai-kasus-riset-palsu-2-kampus-china-beri-sanksi-hingga-copot-jabatan
311,Detik Edu,2026-02-06,"Kritiknya Dijawab Seskab Teddy, Ini Profil Dino Patti Djalal",1,https://www.detik.com/edu/edutainment/d-8514441/kritiknya-dijawab-seskab-teddy-ini-profil-dino-patti-djalal
312,Detik Edu,2026-02-06,"Nadiem Apresiasi Dukungan Guru-Klaim Hemat Anggaran, Begini Respons Jaksa",1,https://www.detik.com/edu/sekolah/d-8514397/nadiem-apresiasi-dukungan-guru-klaim-hemat-anggaran-begini-respons-jaksa
313,Detik Edu,2026-02-06,"Gandeng Australia, Kemendikdasmen Perkuat Budaya Sekolah Aman dan Nyaman",0,https://www.detik.com/edu/sekolah/d-8514275/gandeng-australia-kemendikdasmen-perkuat-budaya-sekolah-aman-dan-nyaman
314,Detik Edu,2026-02-06,"Ada Golden Ticket UPN Veteran Jatim 2026, Bisa Masuk Sains Data-Kedokteran!",1,https://www.detik.com/edu/seleksi-masuk-pt/d-8514141/ada-golden-ticket-upn-veteran-jatim-2026-bisa-masuk-sains-data-kedokteran
315,Detik Edu,2026-02-06,Kepala BRIN Soroti Pemalsuan Riset: Jangan Korbankan Kejujuran Akademik!,0,https://www.detik.com/edu/detikpedia/d-8514219/kepala-brin-soroti-pemalsuan-riset-jangan-korbankan-kejujuran-akademik
316,Detik Edu,2026-02-06,"Lowongan Kerja Ajinomoto Ini Sedang Dibuka, Fresh Grad D3-S1 Bisa Daftar",1,https://www.detik.com/edu/detikpedia/d-8514138/lowongan-kerja-ajinomoto-ini-sedang-dibuka-fresh-grad-d3-s1-bisa-daftar
317,Detik Edu,2026-02-06,"Jalur Seleksi Mandiri UPN Veteran Jatim 2026, Jalur Rapor Tutup Besok!",0,https://www.detik.com/edu/seleksi-masuk-pt/d-8514014/jalur-seleksi-mandiri-upn-veteran-jatim-2026-jalur-rapor-tutup-besok
318,Detik Edu,2026-02-06,"Sempat Salah Diunggah BRIN, Berapa Sebenarnya Jumlah Bulu Garuda Pancasila?",1,https://www.detik.com/edu/detikpedia/d-8514075/sempat-salah-diunggah-brin-berapa-sebenarnya-jumlah-bulu-garuda-pancasila
319,Detik Edu,2026-02-06,"5 Beasiswa Pemerintah Daerah Dibuka buat Mahasiswa, Kuliah S1-S3 hingga Kedinasan",0,https://www.detik.com/edu/beasiswa/d-8513175/5-beasiswa-pemerintah-daerah-dibuka-buat-mahasiswa-kuliah-s1-s3-hingga-kedinasan
320,Detik Edu,2026-02-06,"Sisa Libur Nasional dan Cuti Bersama 2026, Ada Satu Lagi di Bulan Juni",0,https://www.detik.com/edu/detikpedia/d-8513499/sisa-libur-nasional-dan-cuti-bersama-2026-ada-satu-lagi-di-bulan-juni
321,Detik Edu,2026-02-06,7 Universitas Swasta Ini Buka Beasiswa buat yang Punya Skor UTBK SNBT 2026,0,https://www.detik.com/edu/beasiswa/d-8513271/7-universitas-swasta-ini-buka-beasiswa-buat-yang-punya-skor-utbk-snbt-2026
322,Detik Edu,2026-02-06,Berapa Gaji Lulusan UGM? Ini Hasil Tracer Study 2025,1,https://www.detik.com/edu/perguruan-tinggi/d-8513468/berapa-gaji-lulusan-ugm-ini-hasil-tracer-study-2025
323,Detik Edu,2026-02-06,"LPDP Buka 3 Beasiswa Co-Funding Jenjang S2, Persaingan Lebih Longgar!",1,https://www.detik.com/edu/beasiswa/d-8513454/lpdp-buka-3-beasiswa-co-funding-jenjang-s2-persaingan-lebih-longgar
324,Detik Edu,2026-02-06,"Serba-serbi SPMB Bersama SMP-SMA-SMK Swasta Jakarta 2026, Cek Infonya!",1,https://www.detik.com/edu/sekolah/d-8513404/serba-serbi-spmb-bersama-smp-sma-smk-swasta-jakarta-2026-cek-infonya
325,Detik Edu,2026-02-06,Daftar SMA Garuda Transformasi di Jakarta: Jalur dan Jadwal Pendaftarannya,0,https://www.detik.com/edu/sekolah/d-8513264/daftar-sma-garuda-transformasi-di-jakarta-jalur-dan-jadwal-pendaftarannya
326,Detik Edu,2026-02-06,"91,61% Lulusan S1-D4 UGM Dapat Kerja Kurang dari 6 Bulan, Ini Datanya",1,https://www.detik.com/edu/perguruan-tinggi/d-8513449/91-61-lulusan-s1-d4-ugm-dapat-kerja-kurang-dari-6-bulan-ini-datanya
327,Detik Edu,2026-02-06,Skripsi Mepet Deadline tapi Data Belum Diolah? Ini Solusi Cepat untuk Mahasiswa,1,https://www.detik.com/edu/edutainment/d-8512449/skripsi-mepet-deadline-tapi-data-belum-diolah-ini-solusi-cepat-untuk-mahasiswa
328,Detik Edu,2026-01-06,Laporan Kamu Masih Berantakan? Ini Tandanya Skill Data Kamu Perlu Di-upgrade!,1,https://www.detik.com/edu/edutainment/d-8512439/laporan-kamu-masih-berantakan-ini-tandanya-skill-data-kamu-perlu-di-upgrade
329,Detik Edu,2026-01-06,"9 Fenomena Langit yang Hiasi Juni 2026, Ada Strawberry Moon-Hujan Meteor",0,https://www.detik.com/edu/detikpedia/d-8513231/9-fenomena-langit-yang-hiasi-juni-2026-ada-strawberry-moon-hujan-meteor
330,Detik Edu,2026-01-06,BRIN: Sungai Purba Paparan Sunda Kemungkinan Jadi Jalur Migrasi Manusia Prasejarah,0,https://www.detik.com/edu/detikpedia/d-8512991/brin-sungai-purba-paparan-sunda-kemungkinan-jadi-jalur-migrasi-manusia-prasejarah
331,Detik Edu,2026-01-06,"Pelindo Buka Magang buat Mahasiswa-Fresh Graduate, Daftar di Sini!",1,https://www.detik.com/edu/detikpedia/d-8513390/pelindo-buka-magang-buat-mahasiswa-fresh-graduate-daftar-di-sini
332,Detik Edu,2026-01-06,"Matahari Tepat di Atas Kakbah, Fenomena Astronomi Apa? Ada Lagi Juli 2026",1,https://www.detik.com/edu/detikpedia/d-8512970/matahari-tepat-di-atas-kakbah-fenomena-astronomi-apa-ada-lagi-juli-2026
333,Detik Edu,2026-01-06,"Ngerinya Kecanduan HP pada Anak SD di Negara Ini, Sehari Bisa Lebih dari 2-4 Jam",1,https://www.detik.com/edu/sekolah/d-8513233/ngerinya-kecanduan-hp-pada-anak-sd-di-negara-ini-sehari-bisa-lebih-dari-2-4-jam
334,Detik Edu,2026-01-06,"Seleksi Mandiri UPN Veteran Jakarta Wajibkan Tes Literasi Bela Negara, Apa Itu?",1,https://www.detik.com/edu/seleksi-masuk-pt/d-8512969/seleksi-mandiri-upn-veteran-jakarta-wajibkan-tes-literasi-bela-negara-apa-itu
335,Detik Edu,2026-01-06,"Siswa MAN IC Serpong Dapat Nilai Tertinggi Subtes PK UTBK 2026, Ini Cara Belajarnya",1,https://www.detik.com/edu/edutainment/d-8513098/siswa-man-ic-serpong-dapat-nilai-tertinggi-subtes-pk-utbk-2026-ini-cara-belajarnya
336,Detik Edu,2026-01-06,Kabar Baik! Pemerintah Siapkan BPJS Ketenagakerjaan bagi Guru Madrasah-Pesantren,0,https://www.detik.com/edu/sekolah/d-8512934/kabar-baik-pemerintah-siapkan-bpjs-ketenagakerjaan-bagi-guru-madrasah-pesantren
337,Detik Edu,2026-01-06,"Perbedaan Hari Lahir Pancasila dan Hari Kesaktian Pancasila, Sama-sama Libur?",1,https://www.detik.com/edu/detikpedia/d-8512932/perbedaan-hari-lahir-pancasila-dan-hari-kesaktian-pancasila-sama-sama-libur
338,Detik Edu,2026-01-06,"Soal Bahasa Prancis di Sekolah, Gus Nadir-Komisi X Kritisi Kesiapan-Beban Siswa",0,https://www.detik.com/edu/sekolah/d-8512918/soal-bahasa-prancis-di-sekolah-gus-nadir-komisi-x-kritisi-kesiapan-beban-siswa
339,Detik Edu,2026-01-06,"Kemenkes Buka Beasiswa SEHAT 2026, Ada Bantuan Pendidikan Rp 10 Juta per Semester",0,https://www.detik.com/edu/beasiswa/d-8512366/kemenkes-buka-beasiswa-sehat-2026-ada-bantuan-pendidikan-rp-10-juta-per-semester
